name,handedness,count,attribute,value
Bobby Brown,Both,104,weight,190.0
Lafayette Currence,Both,104,weight,175.0
Roy Smalley,Both,104,weight,185.0
Bert Bradley,Both,104,weight,190.0
Bud Harrelson,Both,104,weight,160.0
Derrel Thomas,Both,104,weight,160.0
Johnny Ray,Both,104,weight,170.0
Billy North,Both,104,weight,185.0
Roger Metzger,Both,104,weight,165.0
Fred Norman,Both,104,weight,155.0
Chuck Hockenbery,Both,104,weight,195.0
Steve Huntz,Both,104,weight,204.0
Don Kessinger,Both,104,weight,170.0
Richie Scheinblum,Both,104,weight,180.0
Jeff Schneider,Both,104,weight,195.0
Vida Blue,Both,104,weight,189.0
Albert Hall,Both,104,weight,155.0
Chris Bando,Both,104,weight,195.0
Larry Lintz,Both,104,weight,150.0
Jerry Hairston,Both,104,weight,170.0
Larry Bowa,Both,104,weight,155.0
Pete Filson,Both,104,weight,195.0
Steve Cummings,Both,104,weight,200.0
Bob Veale,Both,104,weight,212.0
Bob Stinson,Both,104,weight,180.0
Sandy Alomar,Both,104,weight,140.0
Miguel Dilone,Both,104,weight,160.0
Don Buford,Both,104,weight,160.0
Rodney Scott,Both,104,weight,160.0
Larry Milbourne,Both,104,weight,161.0
Bill Sudakis,Both,104,weight,190.0
Ron Oester,Both,104,weight,185.0
R.J. Reynolds,Both,104,weight,190.0
Paul Popovich,Both,104,weight,175.0
Buddy Biancalana,Both,104,weight,160.0
Wallace Johnson,Both,104,weight,173.0
Tom Tresh,Both,104,weight,180.0
Ron Roenicke,Both,104,weight,180.0
Biff Pocoroba,Both,104,weight,175.0
Joaquin Andujar,Both,104,weight,170.0
Bob Meacham,Both,104,weight,175.0
George Wright,Both,104,weight,180.0
Len Randle,Both,104,weight,169.0
Bryan Little,Both,104,weight,160.0
Rick Peters,Both,104,weight,170.0
Ted Simmons,Both,104,weight,193.0
John Bohnet,Both,104,weight,175.0
Al Weis,Both,104,weight,160.0
Joe Wallis,Both,104,weight,180.0
Alan Wiggins,Both,104,weight,160.0
Julio Cruz,Both,104,weight,165.0
Wes Parker,Both,104,weight,180.0
Reggie Smith,Both,104,weight,180.0
Roy White,Both,104,weight,160.0
Lee Mazzilli,Both,104,weight,180.0
Alan Ashby,Both,104,weight,185.0
Tim Blackwell,Both,104,weight,170.0
Steve Ontiveros,Both,104,weight,185.0
Darrell Brown,Both,104,weight,184.0
Wilbur Howard,Both,104,weight,170.0
Mike Young,Both,104,weight,195.0
Gene Michael,Both,104,weight,183.0
Vic Harris,Both,104,weight,165.0
Tito Fuentes,Both,104,weight,175.0
Butch Wynegar,Both,104,weight,190.0
Darrel Chaney,Both,104,weight,188.0
Jerry Mumphrey,Both,104,weight,185.0
Wayne Tolleson,Both,104,weight,160.0
Chico Ruiz,Both,104,weight,169.0
Buck Rodgers,Both,104,weight,190.0
Gary Lance,Both,104,weight,195.0
Tom Brown,R,737,batting avg,0.0
Denny Lemaster,R,737,batting avg,0.13
Jose Cardenal,R,737,batting avg,0.275
Mike Ryan,R,737,batting avg,0.193
Dick Bertell,R,737,batting avg,0.25
Rod Kanehl,R,737,batting avg,0.24100000000000002
Ozzie Osborn,R,737,batting avg,0.0
Jeff Byrd,R,737,batting avg,0.0
Juan Bonilla,R,737,batting avg,0.256
Rick Wise,R,737,batting avg,0.195
Buck Martinez,R,737,batting avg,0.225
John Wockenfuss,R,737,batting avg,0.262
Eric Wilkins,R,737,batting avg,0.0
Lee Lacy,R,737,batting avg,0.28600000000000003
Danny Walton,R,737,batting avg,0.223
Bobby Cox,R,737,batting avg,0.225
Brad Wellman,R,737,batting avg,0.231
Jeff Newman,R,737,batting avg,0.22399999999999998
Pedro Gonzalez,R,737,batting avg,0.244
Tommie Reynolds,R,737,batting avg,0.226
Gene Clines,R,737,batting avg,0.27699999999999997
Jim Hickman,R,737,batting avg,0.252
Jack Billingham,R,737,batting avg,0.111
Jerry Buchek,R,737,batting avg,0.22
Ivan DeJesus,R,737,batting avg,0.254
Gary Nolan,R,737,batting avg,0.138
Gil Patterson,R,737,batting avg,0.0
Larry Dierker,R,737,batting avg,0.136
Dave Skaggs,R,737,batting avg,0.24100000000000002
Dick Ruthven,R,737,batting avg,0.183
Steve Eddy,R,737,batting avg,0.0
Dave Kingman,R,737,batting avg,0.23600000000000002
Eric Soderholm,R,737,batting avg,0.264
Ed Brinkman,R,737,batting avg,0.22399999999999998
Jim Siwy,R,737,batting avg,0.0
Bud Anderson,R,737,batting avg,0.0
Ted Ford,R,737,batting avg,0.21899999999999997
John Butcher,R,737,batting avg,0.0
Jerry Ujdur,R,737,batting avg,0.0
Bo Diaz,R,737,batting avg,0.255
Brian Denman,R,737,batting avg,0.0
Kurt Bevacqua,R,737,batting avg,0.23600000000000002
Syd O'Brien,R,737,batting avg,0.23
Jeffrey Leonard,R,737,batting avg,0.266
Dal Maxvill,R,737,batting avg,0.217
Steve Curry,R,737,batting avg,0.0
Cesar Tovar,R,737,batting avg,0.278
Jack Heidemann,R,737,batting avg,0.21100000000000002
Rich Rollins,R,737,batting avg,0.26899999999999996
Merv Rettenmund,R,737,batting avg,0.271
Bryan Clutterbuck,R,737,batting avg,0.0
Byron Browne,R,737,batting avg,0.23600000000000002
Hector Torres,R,737,batting avg,0.21600000000000005
Walt Williams,R,737,batting avg,0.27
Jerry Koosman,R,737,batting avg,0.11900000000000001
Steve Lombardozzi,R,737,batting avg,0.233
Joe Azcue,R,737,batting avg,0.252
Elliott Maddox,R,737,batting avg,0.261
Julian Javier,R,737,batting avg,0.257
Elio Chacon,R,737,batting avg,0.23199999999999998
John Stearns,R,737,batting avg,0.26
Larry Brown,R,737,batting avg,0.233
Tommy Dean,R,737,batting avg,0.18
Frank White,R,737,batting avg,0.255
Jose Roman,R,737,batting avg,0.0
Tom Brookens,R,737,batting avg,0.24600000000000002
Mike Trujillo,R,737,batting avg,0.0
Albert Williams,R,737,batting avg,0.0
Oswaldo Peraza,R,737,batting avg,0.0
Otto Velez,R,737,batting avg,0.251
Ray Oyler,R,737,batting avg,0.175
Barry Cort,R,737,batting avg,0.0
Bill Wilkinson,R,737,batting avg,0.0
Mike Loynd,R,737,batting avg,0.0
Wayne Comer,R,737,batting avg,0.22899999999999998
Ed Spiezio,R,737,batting avg,0.23800000000000002
Rico Petrocelli,R,737,batting avg,0.251
Dick Simpson,R,737,batting avg,0.207
Ken McMullen,R,737,batting avg,0.248
Steve Swisher,R,737,batting avg,0.21600000000000005
Ben Callahan,R,737,batting avg,0.0
Dick Howser,R,737,batting avg,0.248
Bobby Cuellar,R,737,batting avg,0.0
Willie Norwood,R,737,batting avg,0.242
Ramon Manon,R,737,batting avg,0.0
John Trautwein,R,737,batting avg,0.0
Andy Replogle,R,737,batting avg,0.0
Benny Ayala,R,737,batting avg,0.251
Ron Romanick,R,737,batting avg,0.0
Sal Butera,R,737,batting avg,0.22699999999999998
Johnny Jeter,R,737,batting avg,0.244
Angel Salazar,R,737,batting avg,0.212
Cito Gaston,R,737,batting avg,0.256
Cookie Rojas,R,737,batting avg,0.263
Rich Morales,R,737,batting avg,0.195
Dave Ford,R,737,batting avg,0.0
Dan Ford,R,737,batting avg,0.27
Darryl Motley,R,737,batting avg,0.243
Ozzie Virgil,R,737,batting avg,0.243
Ron Santo,R,737,batting avg,0.27699999999999997
Jim Ray Hart,R,737,batting avg,0.278
Marc Hill,R,737,batting avg,0.223
Danny Fife,R,737,batting avg,0.0
Chico Salmon,R,737,batting avg,0.249
Joe Niekro,R,737,batting avg,0.156
Andy Etchebarren,R,737,batting avg,0.235
Ken Berry,R,737,batting avg,0.255
Dave Concepcion,R,737,batting avg,0.267
Junior Moore,R,737,batting avg,0.264
Mike Richardt,R,737,batting avg,0.226
Chris Brown,R,737,batting avg,0.26899999999999996
Al Downing,R,737,batting avg,0.127
Rick Rhoden,R,737,batting avg,0.23800000000000002
Denny McLain,R,737,batting avg,0.133
Dave Cash,R,737,batting avg,0.28300000000000003
Bucky Dent,R,737,batting avg,0.247
Andy Beene,R,737,batting avg,0.0
Leon Hooten,R,737,batting avg,0.0
Larry Haney,R,737,batting avg,0.215
Billy Conigliaro,R,737,batting avg,0.256
Gary Roenicke,R,737,batting avg,0.247
Don Lock,R,737,batting avg,0.23800000000000002
Billy Cowan,R,737,batting avg,0.23600000000000002
Allan Ramirez,R,737,batting avg,0.0
Tony Perez,R,737,batting avg,0.27899999999999997
Chuck Schilling,R,737,batting avg,0.239
Hal McRae,R,737,batting avg,0.29
Dave Roberts,R,737,batting avg,0.239
Brian Allard,R,737,batting avg,0.0
Fernando Arroyo,R,737,batting avg,0.0
Gary Beare,R,737,batting avg,0.0
Charlie Spikes,R,737,batting avg,0.24600000000000002
Chris Batton,R,737,batting avg,0.0
Duffy Dyer,R,737,batting avg,0.221
Greg Thayer,R,737,batting avg,0.0
Vern Fuller,R,737,batting avg,0.23199999999999998
Paul Hartzell,R,737,batting avg,0.0
Mike Champion,R,737,batting avg,0.22899999999999998
Paul Casanova,R,737,batting avg,0.225
Steve Rogers,R,737,batting avg,0.138
Keith Creel,R,737,batting avg,0.0
Lou Clinton,R,737,batting avg,0.247
Larry Cox,R,737,batting avg,0.221
Nate Colbert,R,737,batting avg,0.243
Phil Roof,R,737,batting avg,0.215
Chuck Hinton,R,737,batting avg,0.264
Tim Cullen,R,737,batting avg,0.22
Rick Bosetti,R,737,batting avg,0.25
Ron Pruitt,R,737,batting avg,0.26899999999999996
George Foster,R,737,batting avg,0.27399999999999997
Angel Mangual,R,737,batting avg,0.245
Ken Gerhart,R,737,batting avg,0.221
Mike Hershberger,R,737,batting avg,0.252
Mike Smith,R,737,batting avg,0.0
T.R. Bryden,R,737,batting avg,0.0
Jose Arcia,R,737,batting avg,0.215
Tom Makowski,R,737,batting avg,0.0
Aurelio Rodriguez,R,737,batting avg,0.237
Andres Thomas,R,737,batting avg,0.23399999999999999
Mike de la Hoz,R,737,batting avg,0.251
Frank Taveras,R,737,batting avg,0.255
Joe Nossek,R,737,batting avg,0.228
Bill Robinson,R,737,batting avg,0.258
Sal Bando,R,737,batting avg,0.254
George Mitterwald,R,737,batting avg,0.23600000000000002
Mike Darr,R,737,batting avg,0.0
Craig Robinson,R,737,batting avg,0.21899999999999997
Bob Tillman,R,737,batting avg,0.23199999999999998
Pat Corrales,R,737,batting avg,0.21600000000000005
Mike Tyson,R,737,batting avg,0.24100000000000002
Duane Josephson,R,737,batting avg,0.258
Glenn Hubbard,R,737,batting avg,0.244
Roger Freed,R,737,batting avg,0.245
George Hendrick,R,737,batting avg,0.278
Bob Davis,R,737,batting avg,0.19699999999999998
Toby Harrah,R,737,batting avg,0.264
Gary Matthews,R,737,batting avg,0.281
Terry Taylor,R,737,batting avg,0.0
Mario Mendoza,R,737,batting avg,0.215
Larry Hisle,R,737,batting avg,0.273
Randy Nosek,R,737,batting avg,0.0
Dave Engle,R,737,batting avg,0.262
Mark Smith,R,737,batting avg,0.0
Paul Mitchell,R,737,batting avg,0.0
Thurman Munson,R,737,batting avg,0.292
Mike Sadek,R,737,batting avg,0.226
Mark Belanger,R,737,batting avg,0.228
Ron Hunt,R,737,batting avg,0.273
Butch Edge,R,737,batting avg,0.0
Vic Correll,R,737,batting avg,0.22899999999999998
Jackie Hernandez,R,737,batting avg,0.20800000000000002
Gary Mielke,R,737,batting avg,0.0
Rick Henninger,R,737,batting avg,0.0
Joe Foy,R,737,batting avg,0.248
Mickey Klutts,R,737,batting avg,0.24100000000000002
Leroy Stanton,R,737,batting avg,0.244
Rafael Vasquez,R,737,batting avg,0.0
Danny Ainge,R,737,batting avg,0.22
Adolfo Phillips,R,737,batting avg,0.247
Marv Breeding,R,737,batting avg,0.25
Steve Adkins,R,737,batting avg,0.0
Joe Horlen,R,737,batting avg,0.134
Glenn Burke,R,737,batting avg,0.237
Tony Mack,R,737,batting avg,0.0
Terry Humphrey,R,737,batting avg,0.21100000000000002
Bill Moran,R,737,batting avg,0.0
Enzo Hernandez,R,737,batting avg,0.22399999999999998
Cesar Gutierrez,R,737,batting avg,0.235
Coco Laboy,R,737,batting avg,0.233
Jim Morrison,R,737,batting avg,0.26
Tom Gilles,R,737,batting avg,0.0
Bobby Knoop,R,737,batting avg,0.23600000000000002
Tom Paciorek,R,737,batting avg,0.282
Gary Woods,R,737,batting avg,0.243
Bob Montgomery,R,737,batting avg,0.258
Jeff Burroughs,R,737,batting avg,0.261
Bob Kammeyer,R,737,batting avg,0.0
Paul Blair,R,737,batting avg,0.25
Al Cowens,R,737,batting avg,0.27
Dave Hilton,R,737,batting avg,0.213
Luis Alvarado,R,737,batting avg,0.214
Larry Parrish,R,737,batting avg,0.263
Woodie Fryman,R,737,batting avg,0.138
Bob Randall,R,737,batting avg,0.257
Jim Pankovits,R,737,batting avg,0.25
Carmen Fanzone,R,737,batting avg,0.22399999999999998
Gary Allenson,R,737,batting avg,0.221
Mike Vail,R,737,batting avg,0.27899999999999997
Nick Esasky,R,737,batting avg,0.25
Chris Cannizzaro,R,737,batting avg,0.235
John Pawlowski,R,737,batting avg,0.0
Mel Stottlemyre,R,737,batting avg,0.16
Jack Hardy,R,737,batting avg,0.0
Ron Musselman,R,737,batting avg,0.0
Tony Chevez,R,737,batting avg,0.0
Andy Messersmith,R,737,batting avg,0.17
Richie Zisk,R,737,batting avg,0.287
Dave Chalk,R,737,batting avg,0.252
Don Baylor,R,737,batting avg,0.26
John Vukovich,R,737,batting avg,0.161
Danny Thompson,R,737,batting avg,0.248
Doug Camilli,R,737,batting avg,0.19899999999999998
Bruce Bochy,R,737,batting avg,0.239
Gary Ignasiak,R,737,batting avg,0.0
Ken Reitz,R,737,batting avg,0.26
Amos Otis,R,737,batting avg,0.27699999999999997
Gene Alley,R,737,batting avg,0.254
Ted Sizemore,R,737,batting avg,0.262
Joe Skalski,R,737,batting avg,0.0
Doug Flynn,R,737,batting avg,0.23800000000000002
Ken Holtzman,R,737,batting avg,0.163
Kevin Bell,R,737,batting avg,0.222
Tom Nieto,R,737,batting avg,0.205
Larvell Blanks,R,737,batting avg,0.253
Francisco Barrios,R,737,batting avg,0.0
Steve Yeager,R,737,batting avg,0.228
Pedro Garcia,R,737,batting avg,0.22
Bob Babcock,R,737,batting avg,0.0
Craig Eaton,R,737,batting avg,0.0
Art Howe,R,737,batting avg,0.26
Ike Brown,R,737,batting avg,0.256
Howie Goss,R,737,batting avg,0.21600000000000005
Glenn Borgmann,R,737,batting avg,0.22899999999999998
Lamar Johnson,R,737,batting avg,0.287
Julio Gonzalez,R,737,batting avg,0.235
Bobby Klaus,R,737,batting avg,0.20800000000000002
Manny Sanguillen,R,737,batting avg,0.29600000000000004
Jesus Alou,R,737,batting avg,0.28
Enos Cabell,R,737,batting avg,0.27699999999999997
Roy Branch,R,737,batting avg,0.0
Juan Beniquez,R,737,batting avg,0.27399999999999997
Frank Fernandez,R,737,batting avg,0.19899999999999998
Bombo Rivera,R,737,batting avg,0.265
Steve Brye,R,737,batting avg,0.258
Ron Jackson,R,737,batting avg,0.259
Rufino Linares,R,737,batting avg,0.27
Bob Kearney,R,737,batting avg,0.233
Fergie Jenkins,R,737,batting avg,0.165
Dick Dietz,R,737,batting avg,0.261
Ted Cox,R,737,batting avg,0.245
Bobby Mitchell,R,737,batting avg,0.235
Barry Evans,R,737,batting avg,0.251
Mickey Brantley,R,737,batting avg,0.259
Al Gallagher,R,737,batting avg,0.263
Rob Woodward,R,737,batting avg,0.0
Hector Cruz,R,737,batting avg,0.225
Woody Woodward,R,737,batting avg,0.23600000000000002
Ted Martinez,R,737,batting avg,0.24
Jim Anderson,R,737,batting avg,0.218
Lenn Sakata,R,737,batting avg,0.23
Dave Duncan,R,737,batting avg,0.214
Randy Jones,R,737,batting avg,0.132
Dick Billings,R,737,batting avg,0.22699999999999998
Bob Veselic,R,737,batting avg,0.0
Burt Hooton,R,737,batting avg,0.12300000000000001
Bob Ferris,R,737,batting avg,0.0
Fernando Gonzalez,R,737,batting avg,0.235
Jim Sundberg,R,737,batting avg,0.248
Andy Kosco,R,737,batting avg,0.23600000000000002
Gary Wheelock,R,737,batting avg,0.0
Lenny Faedo,R,737,batting avg,0.251
Dick Davis,R,737,batting avg,0.265
Mike Diaz,R,737,batting avg,0.247
Tim Foli,R,737,batting avg,0.251
Alan Knicely,R,737,batting avg,0.213
Tim Laudner,R,737,batting avg,0.225
Jose Morales,R,737,batting avg,0.287
Luis Encarnacion,R,737,batting avg,0.0
Rick Kreuger,R,737,batting avg,0.0
Juan Marichal,R,737,batting avg,0.165
Roger Weaver,R,737,batting avg,0.0
Stan Papi,R,737,batting avg,0.218
Chris Knapp,R,737,batting avg,0.0
Steve Henderson,R,737,batting avg,0.28
Rob Picciolo,R,737,batting avg,0.23399999999999999
Don Welchel,R,737,batting avg,0.0
Roberto Pena,R,737,batting avg,0.245
Bob Dernier,R,737,batting avg,0.255
Bill Melton,R,737,batting avg,0.253
Barbaro Garbey,R,737,batting avg,0.267
Jack Hiatt,R,737,batting avg,0.251
Nelson Mathews,R,737,batting avg,0.223
Ron Theobald,R,737,batting avg,0.248
Dewey Robinson,R,737,batting avg,0.0
Rafael Santana,R,737,batting avg,0.24600000000000002
Tony Arnold,R,737,batting avg,0.0
Ike Brookens,R,737,batting avg,0.0
Tommie Aaron,R,737,batting avg,0.22899999999999998
Steve Dillard,R,737,batting avg,0.243
Win Remmerswaal,R,737,batting avg,0.0
Jeff Peterek,R,737,batting avg,0.0
George Scott,R,737,batting avg,0.268
Jeff Shaver,R,737,batting avg,0.0
Ken Walters,R,737,batting avg,0.231
Gorman Thomas,R,737,batting avg,0.225
Paul Dade,R,737,batting avg,0.27
Fred Stanley,R,737,batting avg,0.21600000000000005
Carl Morton,R,737,batting avg,0.156
Gary Gray,R,737,batting avg,0.24
Rennie Stennett,R,737,batting avg,0.27399999999999997
Jim Gideon,R,737,batting avg,0.0
Jerry May,R,737,batting avg,0.23399999999999999
Rich McKinney,R,737,batting avg,0.225
Mike Andrews,R,737,batting avg,0.258
Bobby Clark,R,737,batting avg,0.239
Cliff Johnson,R,737,batting avg,0.258
Donn Clendenon,R,737,batting avg,0.27399999999999997
Charlie James,R,737,batting avg,0.255
Bob Horner,R,737,batting avg,0.27699999999999997
Tom Veryzer,R,737,batting avg,0.24100000000000002
Jose Cecena,R,737,batting avg,0.0
George Smith,R,737,batting avg,0.205
Jim Essian,R,737,batting avg,0.244
Onix Concepcion,R,737,batting avg,0.239
Brian Giles,R,737,batting avg,0.228
Garry Maddox,R,737,batting avg,0.285
Alex Trevino,R,737,batting avg,0.249
Jim Price,R,737,batting avg,0.214
Felix Millan,R,737,batting avg,0.27899999999999997
Steve Garvey,R,737,batting avg,0.294
Greg Erardi,R,737,batting avg,0.0
Jim Farr,R,737,batting avg,0.0
Tony Cloninger,R,737,batting avg,0.192
Chuck Harrison,R,737,batting avg,0.23800000000000002
Mike Ivie,R,737,batting avg,0.26899999999999996
Frank Dimichele,R,737,batting avg,0.0
Dusty Baker,R,737,batting avg,0.278
Tucker Ashford,R,737,batting avg,0.218
Ned Yost,R,737,batting avg,0.212
Mike Warren,R,737,batting avg,0.0
Gaylord Perry,R,737,batting avg,0.131
Mickey Hatcher,R,737,batting avg,0.28
Bill Fulton,R,737,batting avg,0.0
John Orsino,R,737,batting avg,0.249
Larry Anderson,R,737,batting avg,0.0
Craig Mitchell,R,737,batting avg,0.0
Dave Hostetler,R,737,batting avg,0.22899999999999998
Alfredo Martinez,R,737,batting avg,0.0
Dean Chance,R,737,batting avg,0.066
Dick Green,R,737,batting avg,0.24
Fran Healy,R,737,batting avg,0.25
Doc Edwards,R,737,batting avg,0.23800000000000002
Joe Strain,R,737,batting avg,0.25
Buddy Bell,R,737,batting avg,0.27899999999999997
Jody Davis,R,737,batting avg,0.245
Mike Edwards,R,737,batting avg,0.25
Bill Mooneyham,R,737,batting avg,0.0
John Hobbs,R,737,batting avg,0.0
Deron Johnson,R,737,batting avg,0.244
John Denny,R,737,batting avg,0.17
Don Wert,R,737,batting avg,0.242
Greg Luzinski,R,737,batting avg,0.276
Karl Best,R,737,batting avg,0.0
Ron Woods,R,737,batting avg,0.233
Tony Horton,R,737,batting avg,0.268
Randy Hundley,R,737,batting avg,0.23600000000000002
Luis Sanchez,R,737,batting avg,0.0
Bob Johnson,R,737,batting avg,0.272
Brant Alyea,R,737,batting avg,0.247
Lou Johnson,R,737,batting avg,0.258
Mike Brown,R,737,batting avg,0.265
Mike Brown,R,737,batting avg,0.0
Terry Harper,R,737,batting avg,0.253
Jerry Royster,R,737,batting avg,0.249
Barry Bonnell,R,737,batting avg,0.272
Tom Seaver,R,737,batting avg,0.154
Jerry Martin,R,737,batting avg,0.251
Bill Stein,R,737,batting avg,0.267
Joel Youngblood,R,737,batting avg,0.265
Phil Gagliano,R,737,batting avg,0.23800000000000002
Jerry McNertney,R,737,batting avg,0.237
Kiko Garcia,R,737,batting avg,0.239
John Caneira,R,737,batting avg,0.0
Domingo Ramos,R,737,batting avg,0.24
Clint Zavaras,R,737,batting avg,0.0
Mike Parrott,R,737,batting avg,0.0
Ray Fosse,R,737,batting avg,0.256
Luis Aponte,R,737,batting avg,0.0
Orlando Mercado,R,737,batting avg,0.19899999999999998
Charley Smith,R,737,batting avg,0.239
Paul Boris,R,737,batting avg,0.0
De Wayne Buice,R,737,batting avg,0.0
Bob Uecker,R,737,batting avg,0.2
Felix Torres,R,737,batting avg,0.254
Ray Knight,R,737,batting avg,0.271
Bobby Grich,R,737,batting avg,0.266
John Boccabella,R,737,batting avg,0.21899999999999997
Mark Esser,R,737,batting avg,0.0
Daryl Smith,R,737,batting avg,0.0
Dave Smith,R,737,batting avg,0.0
Buddy Bradford,R,737,batting avg,0.226
Dave Stapleton,R,737,batting avg,0.271
Gary Ward,R,737,batting avg,0.276
Jim Lonborg,R,737,batting avg,0.136
Joe Lis,R,737,batting avg,0.233
Tom Klawitter,R,737,batting avg,0.0
Larry Herndon,R,737,batting avg,0.27399999999999997
Jim Wright,R,737,batting avg,0.0
Jim Wright,R,737,batting avg,0.0
Eddie Leon,R,737,batting avg,0.23600000000000002
Jim Wohlford,R,737,batting avg,0.26
J.R. Richard,R,737,batting avg,0.168
Keith Moreland,R,737,batting avg,0.27899999999999997
Ramon Pena,R,737,batting avg,0.0
Alex Johnson,R,737,batting avg,0.28800000000000003
Chico Escarrega,R,737,batting avg,0.0
Dave Rosello,R,737,batting avg,0.23600000000000002
Cardell Camper,R,737,batting avg,0.0
Paul Schaal,R,737,batting avg,0.244
Tito Landrum,R,737,batting avg,0.249
Dave Edwards,R,737,batting avg,0.237
Mario Guerrero,R,737,batting avg,0.257
Mike Overy,R,737,batting avg,0.0
Doug Griffin,R,737,batting avg,0.245
Steve Blass,R,737,batting avg,0.172
Johnnie LeMaster,R,737,batting avg,0.222
Craig Chamberlain,R,737,batting avg,0.0
Nate Oliver,R,737,batting avg,0.226
Ken Rudolph,R,737,batting avg,0.213
Wayne Nordhagen,R,737,batting avg,0.282
Frank Eufemia,R,737,batting avg,0.0
Andre Robertson,R,737,batting avg,0.251
Jerry Zimmerman,R,737,batting avg,0.204
Jack Lazorko,R,737,batting avg,0.0
Mike Paxton,R,737,batting avg,0.0
Chet Lemon,R,737,batting avg,0.273
Rickey Keeton,R,737,batting avg,0.0
Cleon Jones,R,737,batting avg,0.281
Curt Motton,R,737,batting avg,0.213
Johnny Bench,R,737,batting avg,0.267
Dale Berra,R,737,batting avg,0.23600000000000002
Terry Felton,R,737,batting avg,0.0
Mark Clear,R,737,batting avg,0.0
Carl Warwick,R,737,batting avg,0.248
Sam Bowens,R,737,batting avg,0.223
Luis Aguayo,R,737,batting avg,0.23600000000000002
Hal Lanier,R,737,batting avg,0.228
Greg Pryor,R,737,batting avg,0.25
Dave Nelson,R,737,batting avg,0.244
Lynn Jones,R,737,batting avg,0.252
Ken Suarez,R,737,batting avg,0.22699999999999998
Rich Barnes,R,737,batting avg,0.0
Tommie Agee,R,737,batting avg,0.255
Bob Bailey,R,737,batting avg,0.257
Cap Peterson,R,737,batting avg,0.23
Dick Tracewski,R,737,batting avg,0.213
Dave Frost,R,737,batting avg,0.0
Bill Nahorodny,R,737,batting avg,0.24100000000000002
Bill Madlock,R,737,batting avg,0.305
Bob Boone,R,737,batting avg,0.254
Rick Burleson,R,737,batting avg,0.273
Jim Dorsey,R,737,batting avg,0.0
Mark Ciardi,R,737,batting avg,0.0
Dennis Burtt,R,737,batting avg,0.0
Carl Taylor,R,737,batting avg,0.266
Terry Harmon,R,737,batting avg,0.233
Rich Yett,R,737,batting avg,0.0
Don Leppert,R,737,batting avg,0.22899999999999998
Matt Williams,R,737,batting avg,0.0
Jim Burton,R,737,batting avg,0.0
Rick Anderson,R,737,batting avg,0.0
Charlie Mitchell,R,737,batting avg,0.0
Bill Paschall,R,737,batting avg,0.0
Byron McLaughlin,R,737,batting avg,0.0
Lee May,R,737,batting avg,0.267
Rick Renick,R,737,batting avg,0.221
Jeff Torborg,R,737,batting avg,0.214
Dave Campbell,R,737,batting avg,0.213
Rick Auerbach,R,737,batting avg,0.22
Keith Macwhorter,R,737,batting avg,0.0
Don Wilson,R,737,batting avg,0.146
Jaime Cocanower,R,737,batting avg,0.0
Jeff Sellers,R,737,batting avg,0.0
Steve Senteney,R,737,batting avg,0.0
Howard Bailey,R,737,batting avg,0.0
Jeff Bettendorf,R,737,batting avg,0.0
Cesar Cedeno,R,737,batting avg,0.285
Bob Davidson,R,737,batting avg,0.0
Phil Linz,R,737,batting avg,0.235
Manny Mota,R,737,batting avg,0.304
Steve Renko,R,737,batting avg,0.215
Carlos Velazquez,R,737,batting avg,0.0
Roger Miller,R,737,batting avg,0.0
Doug DeCinces,R,737,batting avg,0.259
John Castino,R,737,batting avg,0.278
Ron Washington,R,737,batting avg,0.261
Billy Grabarkewitz,R,737,batting avg,0.23600000000000002
Earl Williams,R,737,batting avg,0.247
Willie Mueller,R,737,batting avg,0.0
John Flinn,R,737,batting avg,0.0
Don Hahn,R,737,batting avg,0.23600000000000002
Todd Cruz,R,737,batting avg,0.22
Tom Egan,R,737,batting avg,0.2
Bob Heise,R,737,batting avg,0.247
Tommy Harper,R,737,batting avg,0.257
Max Alvis,R,737,batting avg,0.247
Rico Carty,R,737,batting avg,0.299
Les Straker,R,737,batting avg,0.0
Damaso Garcia,R,737,batting avg,0.28300000000000003
Don Kainer,R,737,batting avg,0.0
Don Gordon,R,737,batting avg,0.0
Sandy Wihtol,R,737,batting avg,0.0
Sonny Siebert,R,737,batting avg,0.17300000000000001
Jeff Richardson,R,737,batting avg,0.0
Bobby Darwin,R,737,batting avg,0.251
Bruce Miller,R,737,batting avg,0.24600000000000002
Bob Bailor,R,737,batting avg,0.264
Tommy Helms,R,737,batting avg,0.26899999999999996
Tony Armas,R,737,batting avg,0.252
Willie Horton,R,737,batting avg,0.273
Lou Piniella,R,737,batting avg,0.29100000000000004
Butch Hobson,R,737,batting avg,0.248
John Wathan,R,737,batting avg,0.262
Mike Krukow,R,737,batting avg,0.193
Andres Mora,R,737,batting avg,0.223
Barry Foote,R,737,batting avg,0.23
Ron Clark,R,737,batting avg,0.18899999999999997
Jay Pettibone,R,737,batting avg,0.0
Glen Cook,R,737,batting avg,0.0
Julio Gotay,R,737,batting avg,0.26
Gary Alexander,R,737,batting avg,0.23
Andre Thornton,R,737,batting avg,0.254
Bob Oliver,R,737,batting avg,0.256
Bill Castro,R,737,batting avg,0.0
Tom Buskey,R,737,batting avg,0.0
Bruce Taylor,R,737,batting avg,0.0
Stan Thomas,R,737,batting avg,0.0
Bob Robertson,R,737,batting avg,0.242
Larry Monroe,R,737,batting avg,0.0
Roger Slagle,R,737,batting avg,0.0
Ollie Brown,R,737,batting avg,0.265
